Date;Quarter;Qtr;Year;Customer ID;"Total_amount";"Profit Percentage(%)";Profit (INR);Cost Price
1/22/2018;2018 - Q1;1;2018;B07FWVVYW;680;17;101.15;493.85
1/23/2018;2018 - Q1;1;2018;B07FWXUQY;680;17;101.15;493.85
1/23/2018;2018 - Q1;1;2018;B07FWYWVR;550;13;60.45;404.55
1/23/2018;2018 - Q1;1;2018;B07FWVXWR;584;17;84.83;414.17
1/24/2018;2018 - Q1;1;2018;B07FWVYTY;984;17;152.83;746.17
1/24/2018;2018 - Q1;1;2018;B07FWWSRT;680;17;101.15;493.85
1/24/2018;2018 - Q1;1;2018;B07FWXUXW;680;17;101.15;493.85
1/24/2018;2018 - Q1;1;2018;B07FWXSUY;680;17;101.15;493.85
1/24/2018;2018 - Q1;1;2018;B07FWWBUR;680;17;101.15;493.85
1/25/2018;2018 - Q1;1;2018;B07FWVVUU;695;17;103.7;506.3
1/25/2018;2018 - Q1;1;2018;B07FWWXTT;695;17;103.7;506.3
1/25/2018;2018 - Q1;1;2018;B07FWVXUY;695;17;103.7;506.3
1/25/2018;2018 - Q1;1;2018;B07FWWYQZ;700;17;104.55;510.45
1/25/2018;2018 - Q1;1;2018;B07FWYUYW;685;17;102;498
1/25/2018;2018 - Q1;1;2018;B07FWYWWZ;984;17;152.83;746.17
1/25/2018;2018 - Q1;1;2018;B07FWYWYQ;550;13;60.45;404.55
1/25/2018;2018 - Q1;1;2018;B07FWXVTT;775;13;89.7;600.3
1/25/2018;2018 - Q1;1;2018;B07FWXXQV;535;17;76.5;373.5
1/26/2018;2018 - Q1;1;2018;B07FWVYQW;700;17;104.55;510.45
1/26/2018;2018 - Q1;1;2018;B07FWXUWZ;300;17;36.55;178.45
1/26/2018;2018 - Q1;1;2018;B07FWWUUU;700;17;104.55;510.45
1/26/2018;2018 - Q1;1;2018;B07FWVZUR;730;13;83.85;561.15
1/26/2018;2018 - Q1;1;2018;B07FWXVTW;700;17;104.55;510.45
1/26/2018;2018 - Q1;1;2018;B07FWVBXW;695;17;103.7;506.3
1/26/2018;2018 - Q1;1;2018;B07FWVVUZ;310;18;40.5;184.5
1/26/2018;2018 - Q1;1;2018;B07FWWZXX;695;17;103.7;506.3
1/27/2018;2018 - Q1;1;2018;B07FWXVWW;300;17;36.55;178.45
1/27/2018;2018 - Q1;1;2018;B07FWWWWW;300;17;36.55;178.45
1/27/2018;2018 - Q1;1;2018;B07FWXUQU;300;17;36.55;178.45
1/27/2018;2018 - Q1;1;2018;B07FWYWTV;300;17;36.55;178.45
1/27/2018;2018 - Q1;1;2018;B07FWXAYS;300;17;36.55;178.45
1/27/2018;2018 - Q1;1;2018;B07FWVAVV;300;17;36.55;178.45
1/27/2018;2018 - Q1;1;2018;B07FWXXUQ;310;18;40.5;184.5
1/27/2018;2018 - Q1;1;2018;B07FWXVRU;550;13;60.45;404.55
1/28/2018;2018 - Q1;1;2018;B07FWXVQU;695;17;103.7;506.3
1/28/2018;2018 - Q1;1;2018;B07FWWTRW;695;17;103.7;506.3
1/28/2018;2018 - Q1;1;2018;B07FWYWSS;775;13;89.7;600.3
1/28/2018;2018 - Q1;1;2018;B07FWVYZQ;300;17;36.55;178.45
1/29/2018;2018 - Q1;1;2018;B07FWYVYU;695;17;103.7;506.3
1/30/2018;2018 - Q1;1;2018;B07FWVXYQ;842;13;98.41;658.59
1/30/2018;2018 - Q1;1;2018;B07FWVVRR;390;17;51.85;253.15
1/30/2018;2018 - Q1;1;2018;B07FWVVYQ;695;13;79.3;530.7
1/31/2018;2018 - Q1;1;2018;B07FWXZTT;695;13;79.3;530.7
1/31/2018;2018 - Q1;1;2018;B07FWWBZQ;1684;13;196.82;1317.18
1/31/2018;2018 - Q1;1;2018;B07FWWYRT;695;13;79.3;530.7
1/31/2018;2018 - Q1;1;2018;B07FWXZVZ;1084;13;129.87;869.13
2/1/2018;2018 - Q1;1;2018;B07FWXWYZ;710;13;81.25;543.75
2/2/2018;2018 - Q1;1;2018;B07FWYVYU;695;17;103.7;506.3
2/3/2018;2018 - Q1;1;2018;B07FWXBYY;1044;18;172.62;786.38
2/4/2018;2018 - Q1;1;2018;B07FWXZYW;285;17;34;166
2/5/2018;2018 - Q1;1;2018;B07FWWSYU;984;13;116.87;782.13
2/5/2018;2018 - Q1;1;2018;B07FWVXUT;661;17;97.92;478.08
2/5/2018;2018 - Q1;1;2018;B07FWVYWU;393;13;40.04;267.96
2/6/2018;2018 - Q1;1;2018;B07FWXTVS;995;13;118.3;791.7
2/6/2018;2018 - Q1;1;2018;B07FWYBZY;661;17;97.92;478.08
2/6/2018;2018 - Q1;1;2018;B07FWXVXT;860;13;100.75;674.25
2/6/2018;2018 - Q1;1;2018;B07FWYUST;650;13;73.45;491.55
2/6/2018;2018 - Q1;1;2018;B07FWVYUW;730;13;83.85;561.15
2/6/2018;2018 - Q1;1;2018;B07FWVZSV;808;13;93.99;629.01
2/6/2018;2018 - Q1;1;2018;B07FWXAYW;808;13;93.99;629.01
2/7/2018;2018 - Q1;1;2018;B07FWXAZV;1044;18;172.62;786.38
2/7/2018;2018 - Q1;1;2018;B07FWYTYX;661;17;97.92;478.08
2/8/2018;2018 - Q1;1;2018;B07FWYZXY;515;17;73.1;356.9
2/8/2018;2018 - Q1;1;2018;B07FWYTSZ;470;13;50.05;334.95
2/8/2018;2018 - Q1;1;2018;B07FWXYSR;470;13;50.05;334.95
2/9/2018;2018 - Q1;1;2018;B07FWXYSQ;579;13;64.22;429.78
2/9/2018;2018 - Q1;1;2018;B07FWXBUQ;730;13;83.85;561.15
2/9/2018;2018 - Q1;1;2018;B07FWXYTQ;470;13;50.05;334.95
2/9/2018;2018 - Q1;1;2018;B07FWXAQU;700;17;104.55;510.45
2/9/2018;2018 - Q1;1;2018;B07FWVZRY;700;17;104.55;510.45
2/10/2018;2018 - Q1;1;2018;B07FWYVYW;515;17;73.1;356.9
2/10/2018;2018 - Q1;1;2018;B07FWVWVZ;661;17;97.92;478.08
2/10/2018;2018 - Q1;1;2018;B07FWVVRT;995;13;118.3;791.7
2/10/2018;2018 - Q1;1;2018;B07FWWUYZ;730;13;83.85;561.15
2/11/2018;2018 - Q1;1;2018;B07FWXVWQ;842;13;98.41;658.59
2/11/2018;2018 - Q1;1;2018;B07FWWSUR;661;17;97.92;478.08
2/11/2018;2018 - Q1;1;2018;B07FWXTQV;661;17;97.92;478.08
2/11/2018;2018 - Q1;1;2018;B07FWVZSX;661;17;97.92;478.08
2/11/2018;2018 - Q1;1;2018;B07FWWZVR;495;17;69.7;340.3
2/11/2018;2018 - Q1;1;2018;B07FWYWZW;661;17;97.92;478.08
2/11/2018;2018 - Q1;1;2018;B07FWWTWW;661;17;97.92;478.08
2/11/2018;2018 - Q1;1;2018;B07FWVXVV;661;17;97.92;478.08
2/11/2018;2018 - Q1;1;2018;B07FWXAVX;661;17;97.92;478.08
2/11/2018;2018 - Q1;1;2018;B07FWWVTY;470;13;50.05;334.95
2/11/2018;2018 - Q1;1;2018;B07FWXWYR;661;17;97.92;478.08
2/11/2018;2018 - Q1;1;2018;B07FWVBTT;695;17;103.7;506.3
2/12/2018;2018 - Q1;1;2018;B07FWWBQQ;661;17;97.92;478.08
2/12/2018;2018 - Q1;1;2018;B07FWYUSQ;661;17;97.92;478.08
2/12/2018;2018 - Q1;1;2018;B07FWXUXY;680;17;101.15;493.85
2/12/2018;2018 - Q1;1;2018;B07FWXSUS;1360;17;202.3;987.7
2/12/2018;2018 - Q1;1;2018;B07FWYBYV;808;13;93.99;629.01
2/12/2018;2018 - Q1;1;2018;B07FWYXTZ;1084;13;129.87;869.13
2/12/2018;2018 - Q1;1;2018;B07FWYWTZ;661;17;97.92;478.08
2/13/2018;2018 - Q1;1;2018;B07FWWAWY;1084;13;129.87;869.13
2/13/2018;2018 - Q1;1;2018;B07FWXSZU;661;17;97.92;478.08
2/13/2018;2018 - Q1;1;2018;B07FWYSVW;515;17;73.1;356.9
2/14/2018;2018 - Q1;1;2018;B07FWWUZQ;650;13;73.45;491.55
2/14/2018;2018 - Q1;1;2018;B07FWYYWT;1084;13;129.87;869.13
2/14/2018;2018 - Q1;1;2018;B07FWWUQX;550;13;60.45;404.55
2/15/2018;2018 - Q1;1;2018;B07FWYXRT;1322;17;195.84;956.16
2/16/2018;2018 - Q1;1;2018;B07FWXVYY;510;13;55.25;369.75
2/16/2018;2018 - Q1;1;2018;B07FWWZRX;808;13;93.99;629.01
2/17/2018;2018 - Q1;1;2018;B07FWWYYT;842;13;98.41;658.59
2/18/2018;2018 - Q1;1;2018;B07FWXUQX;510;13;55.25;369.75
2/18/2018;2018 - Q1;1;2018;B07FWYWZR;685;17;102;498
2/18/2018;2018 - Q1;1;2018;B07FWYYZT;685;17;102;498
2/18/2018;2018 - Q1;1;2018;B07FWYZVZ;685;17;102;498
2/18/2018;2018 - Q1;1;2018;B07FWYURS;685;17;102;498
2/19/2018;2018 - Q1;1;2018;B07FWXSRS;730;13;83.85;561.15
2/19/2018;2018 - Q1;1;2018;B07FWYVST;315;17;39.1;190.9
2/19/2018;2018 - Q1;1;2018;B07FWVVZT;808;13;93.99;629.01
2/19/2018;2018 - Q1;1;2018;B07FWXXXR;661;17;97.92;478.08
2/20/2018;2018 - Q1;1;2018;B07FWYXZQ;810;17;123.25;601.75
2/20/2018;2018 - Q1;1;2018;B07FWXYXX;893;13;93.99;629.01
2/20/2018;2018 - Q1;1;2018;B07FWYAWV;661;17;97.92;478.08
2/20/2018;2018 - Q1;1;2018;B07FWYSRW;661;17;97.92;478.08
2/20/2018;2018 - Q1;1;2018;B07FWXSYV;315;17;39.1;190.9
2/20/2018;2018 - Q1;1;2018;B07FWXWRW;661;17;97.92;478.08
2/20/2018;2018 - Q1;1;2018;B07FWWSRY;661;17;97.92;478.08
2/20/2018;2018 - Q1;1;2018;B07FWXXXU;400;13;40.95;274.05
2/20/2018;2018 - Q1;1;2018;B07FWXBRW;661;17;97.92;478.08
2/21/2018;2018 - Q1;1;2018;B07FWYZXU;808;13;93.99;629.01
2/21/2018;2018 - Q1;1;2018;B07FWXAXV;661;17;97.92;478.08
2/21/2018;2018 - Q1;1;2018;B07FWVBVV;535;17;76.5;373.5
2/21/2018;2018 - Q1;1;2018;B07FWYVUV;661;17;97.92;478.08
2/21/2018;2018 - Q1;1;2018;B07FWXBQY;661;17;97.92;478.08
2/21/2018;2018 - Q1;1;2018;B07FWVUTZ;1322;17;195.84;956.16
2/21/2018;2018 - Q1;1;2018;B07FWVAXW;661;17;97.92;478.08
2/21/2018;2018 - Q1;1;2018;B07FWWBYS;685;17;102;498
2/21/2018;2018 - Q1;1;2018;B07FWXTZZ;661;17;97.92;478.08
2/21/2018;2018 - Q1;1;2018;B07FWYSQV;661;17;97.92;478.08
2/21/2018;2018 - Q1;1;2018;B07FWVYXY;661;17;97.92;478.08
2/22/2018;2018 - Q1;1;2018;B07FWYUUT;535;17;76.5;373.5
2/22/2018;2018 - Q1;1;2018;B07FWYUWW;1322;17;195.84;956.16
2/22/2018;2018 - Q1;1;2018;B07FWVXYZ;661;17;97.92;478.08
2/22/2018;2018 - Q1;1;2018;B07FWVXYX;1322;17;195.84;956.16
2/22/2018;2018 - Q1;1;2018;B07FWWSZR;661;17;97.92;478.08
2/22/2018;2018 - Q1;1;2018;B07FWXZRV;661;17;97.92;478.08
2/22/2018;2018 - Q1;1;2018;B07FWYSQZ;661;17;97.92;478.08
2/22/2018;2018 - Q1;1;2018;B07FWXWRX;730;13;83.85;561.15
2/22/2018;2018 - Q1;1;2018;B07FWYAUS;661;17;97.92;478.08
2/23/2018;2018 - Q1;1;2018;B07FWYVQZ;808;13;93.99;629.01
2/23/2018;2018 - Q1;1;2018;B07FWXTTQ;808;13;93.99;629.01
2/23/2018;2018 - Q1;1;2018;B07FWYYWX;775;17;117.3;572.7
2/23/2018;2018 - Q1;1;2018;B07FWVXYV;808;13;93.99;629.01
2/24/2018;2018 - Q1;1;2018;B07FWVXYY;853;17;130.56;637.44
2/25/2018;2018 - Q1;1;2018;B07FWXXYQ;661;17;97.92;478.08
2/25/2018;2018 - Q1;1;2018;B07FWVYRQ;661;17;97.92;478.08
2/25/2018;2018 - Q1;1;2018;B07FWWUSX;661;17;97.92;478.08
2/25/2018;2018 - Q1;1;2018;B07FWYVUY;661;17;97.92;478.08
2/25/2018;2018 - Q1;1;2018;B07FWXVTS;661;17;97.92;478.08
2/25/2018;2018 - Q1;1;2018;B07FWXXZZ;3305;17;489.6;2390.4
2/25/2018;2018 - Q1;1;2018;B07FWXSYU;661;17;97.92;478.08
2/25/2018;2018 - Q1;1;2018;B07FWYTQV;661;17;97.92;478.08
2/25/2018;2018 - Q1;1;2018;B07FWXTXY;661;17;97.92;478.08
2/26/2018;2018 - Q1;1;2018;B07FWWYUQ;700;17;104.55;510.45
2/26/2018;2018 - Q1;1;2018;B07FWVUTX;661;17;97.92;478.08
2/26/2018;2018 - Q1;1;2018;B07FWVBRV;661;17;97.92;478.08
2/27/2018;2018 - Q1;1;2018;B07FWYTXX;594;13;66.17;442.83
2/27/2018;2018 - Q1;1;2018;B07FWXYSW;1565;13;192.4;1287.6
2/27/2018;2018 - Q1;1;2018;B07FWYXUX;1565;13;192.4;1287.6
2/28/2018;2018 - Q1;1;2018;B07FWXVXZ;685;17;102;498
2/28/2018;2018 - Q1;1;2018;B07FWWZWU;661;17;97.92;478.08
2/28/2018;2018 - Q1;1;2018;B07FWWAYW;685;17;102;498
2/28/2018;2018 - Q1;1;2018;B07FWXZQT;685;17;102;498
2/28/2018;2018 - Q1;1;2018;B07FWWSYY;685;17;102;498
2/28/2018;2018 - Q1;1;2018;B07FWWWUU;685;17;102;498
2/28/2018;2018 - Q1;1;2018;B07FWYWTU;925;13;109.2;730.8
3/1/2018;2018 - Q1;1;2018;B07FWWTWS;808;13;93.99;629.01
3/1/2018;2018 - Q1;1;2018;B07FWVVVZ;685;17;102;498
3/1/2018;2018 - Q1;1;2018;B07FWWTWQ;661;17;97.92;478.08
3/1/2018;2018 - Q1;1;2018;B07FWWXUT;661;17;97.92;478.08
3/1/2018;2018 - Q1;1;2018;B07FWVZST;808;13;93.99;629.01
3/1/2018;2018 - Q1;1;2018;B07FWVBUZ;685;17;102;498
3/1/2018;2018 - Q1;1;2018;B07FWWASZ;470;13;50.05;334.95
3/1/2018;2018 - Q1;1;2018;B07FWVVRW;685;17;102;498
3/1/2018;2018 - Q1;1;2018;B07FWXBUY;685;17;102;498
3/2/2018;2018 - Q1;1;2018;B07FWYVTU;685;17;102;498
3/2/2018;2018 - Q1;1;2018;B07FWXSYZ;550;13;60.45;404.55
3/2/2018;2018 - Q1;1;2018;B07FWWXZT;1322;17;195.84;956.16
3/2/2018;2018 - Q1;1;2018;B07FWYSQY;685;17;102;498
3/2/2018;2018 - Q1;1;2018;B07FWYATX;470;13;50.05;334.95
3/2/2018;2018 - Q1;1;2018;B07FWWAVS;685;17;102;498
3/2/2018;2018 - Q1;1;2018;B07FWXVXW;808;13;93.99;629.01
3/3/2018;2018 - Q1;1;2018;B07FWVXVS;470;13;50.05;334.95
3/3/2018;2018 - Q1;1;2018;B07FWXZUQ;723.5;13;83.005;555.495
3/3/2018;2018 - Q1;1;2018;B07FWYUXS;700;17;104.55;510.45
3/4/2018;2018 - Q1;1;2018;B07FWVVZR;470;13;50.05;334.95
3/4/2018;2018 - Q1;1;2018;B07FWYUUU;865;13;101.4;678.6
3/4/2018;2018 - Q1;1;2018;B07FWVYQS;808;13;93.99;629.01
3/4/2018;2018 - Q1;1;2018;B07FWVXZX;925;13;109.2;730.8
3/4/2018;2018 - Q1;1;2018;B07FWYBWY;925;13;109.2;730.8
3/4/2018;2018 - Q1;1;2018;B07FWWBUV;925;13;109.2;730.8
3/4/2018;2018 - Q1;1;2018;B07FWVAUV;661;17;97.92;478.08
3/4/2018;2018 - Q1;1;2018;B07FWVXXT;808;13;93.99;629.01
3/4/2018;2018 - Q1;1;2018;B07FWWAUT;1044;18;172.62;786.38
3/4/2018;2018 - Q1;1;2018;B07FWVWYT;925;13;109.2;730.8
3/5/2018;2018 - Q1;1;2018;B07FWXBZX;925;13;109.2;730.8
3/5/2018;2018 - Q1;1;2018;B07FWWUYW;1850;13;218.4;1461.6
3/5/2018;2018 - Q1;1;2018;B07FWXZZV;730;13;83.85;561.15
3/5/2018;2018 - Q1;1;2018;B07FWWZYZ;925;13;109.2;730.8
3/5/2018;2018 - Q1;1;2018;B07FWYTVY;925;13;109.2;730.8
3/5/2018;2018 - Q1;1;2018;B07FWYZQS;925;13;109.2;730.8
3/5/2018;2018 - Q1;1;2018;B07FWXZVT;925;13;109.2;730.8
3/5/2018;2018 - Q1;1;2018;B07FWYTTS;285;17;34;166
3/5/2018;2018 - Q1;1;2018;B07FWVWTQ;925;13;109.2;730.8
3/5/2018;2018 - Q1;1;2018;B07FWVBYW;808;13;93.99;629.01
3/6/2018;2018 - Q1;1;2018;B07FWYWUS;925;13;109.2;730.8
3/6/2018;2018 - Q1;1;2018;B07FWWYTT;925;13;109.2;730.8
3/6/2018;2018 - Q1;1;2018;B07FWVXXZ;925;13;109.2;730.8
3/6/2018;2018 - Q1;1;2018;B07FWYYTQ;630;13;70.85;474.15
3/6/2018;2018 - Q1;1;2018;B07FWYYTY;925;13;109.2;730.8
3/6/2018;2018 - Q1;1;2018;B07FWWXYR;730;13;83.85;561.15
3/7/2018;2018 - Q1;1;2018;B07FWWUWW;925;13;109.2;730.8
3/7/2018;2018 - Q1;1;2018;B07FWVXXW;925;13;109.2;730.8
3/7/2018;2018 - Q1;1;2018;B07FWYUQZ;925;13;109.2;730.8
3/7/2018;2018 - Q1;1;2018;B07FWYAZZ;925;13;109.2;730.8
3/7/2018;2018 - Q1;1;2018;B07FWYZQX;925;13;109.2;730.8
3/7/2018;2018 - Q1;1;2018;B07FWVXTW;470;13;50.05;334.95
3/7/2018;2018 - Q1;1;2018;B07FWVAZS;661;17;97.92;478.08
3/7/2018;2018 - Q1;1;2018;B07FWVWTT;808;13;93.99;629.01
3/7/2018;2018 - Q1;1;2018;B07FWYWYU;925;13;109.2;730.8
3/7/2018;2018 - Q1;1;2018;B07FWWTUV;925;13;109.2;730.8
3/7/2018;2018 - Q1;1;2018;B07FWXVXY;925;13;109.2;730.8
3/7/2018;2018 - Q1;1;2018;B07FWXTWZ;925;13;109.2;730.8
3/8/2018;2018 - Q1;1;2018;B07FWWWUY;661;17;97.92;478.08
3/8/2018;2018 - Q1;1;2018;B07FWXVSZ;661;17;97.92;478.08
3/8/2018;2018 - Q1;1;2018;B07FWXSSY;661;17;97.92;478.08
3/8/2018;2018 - Q1;1;2018;B07FWVAQR;865;13;101.4;678.6
3/8/2018;2018 - Q1;1;2018;B07FWXAWS;661;17;97.92;478.08
3/8/2018;2018 - Q1;1;2018;B07FWVBZT;925;13;109.2;730.8
3/8/2018;2018 - Q1;1;2018;B07FWWBWU;808;13;93.99;629.01
3/8/2018;2018 - Q1;1;2018;B07FWWAVU;661;17;97.92;478.08
3/8/2018;2018 - Q1;1;2018;B07FWYWQS;808;13;93.99;629.01
3/8/2018;2018 - Q1;1;2018;B07FWWVWW;925;13;109.2;730.8
3/9/2018;2018 - Q1;1;2018;B07FWVXWY;1850;13;218.4;1461.6
3/9/2018;2018 - Q1;1;2018;B07FWXZTQ;925;13;109.2;730.8
3/9/2018;2018 - Q1;1;2018;B07FWWAVQ;925;13;109.2;730.8
3/9/2018;2018 - Q1;1;2018;B07FWXWYZ;710;13;81.25;543.75
3/9/2018;2018 - Q1;1;2018;B07FWWYUY;808;13;93.99;629.01
3/9/2018;2018 - Q1;1;2018;B07FWYUYX;730;13;83.85;561.15
3/9/2018;2018 - Q1;1;2018;B07FWVZXX;260;17;29.75;145.25
3/10/2018;2018 - Q1;1;2018;B07FWWTTV;925;13;109.2;730.8
3/10/2018;2018 - Q1;1;2018;B07FWXSRY;260;17;29.75;145.25
3/10/2018;2018 - Q1;1;2018;B07FWWXTY;925;13;109.2;730.8
3/10/2018;2018 - Q1;1;2018;B07FWXVRX;594;13;66.17;442.83
3/10/2018;2018 - Q1;1;2018;B07FWVBRU;470;13;50.05;334.95
3/10/2018;2018 - Q1;1;2018;B07FWYXXS;570;13;63.05;421.95
3/10/2018;2018 - Q1;1;2018;B07FWYVXZ;730;13;83.85;561.15
3/10/2018;2018 - Q1;1;2018;B07FWYYRQ;260;17;29.75;145.25
3/11/2018;2018 - Q1;1;2018;B07FWWYZY;1850;13;218.4;1461.6
3/11/2018;2018 - Q1;1;2018;B07FWVVTW;925;13;109.2;730.8
3/11/2018;2018 - Q1;1;2018;B07FWVAXR;925;13;109.2;730.8
3/11/2018;2018 - Q1;1;2018;B07FWYYVU;594;13;66.17;442.83
3/11/2018;2018 - Q1;1;2018;B07FWVYTX;730;13;83.85;561.15
